0
20
28
35
37
39
42
44
48
51
57
62
72
75
81
84
97
96
105
111
118
124
135
140
146
154
165
161
158
154
150
146
143
140
138
135
133
130
127
124
122
119
116
113
110
107
103
101
99
96
94
92
90
86
84
81
80.5
79
76
74
72
68
65
63
61
59.5
58
56.5
55
52
50
49.5
47.5
45.5
44
42
40.5
38
36
33
31.5
29
27
26
10
8
25
29.5
32
35.5
41.5
45.5
52
59
67
77
82
85
88
91
95.5
99
102
108
115
120
126
132
140
144.5
150
155
160
165.5
172.5
178
175
173
170
166
164
160
105.5
150.5
146
140.5
137.5
133
129
124
120
116.5
113.5
111
109
108
107
105
101
100
97.5
95
92
90
86
83
81.5
78
76
74
72
68
66
64
61
59
56.5
54
51
49.5
47
45
43
40
37
34
30
28
26
24.5
22.5
20.5
